id,room,noted_date,temp,location
__export__.temp_log_192794_2f313f19,Room Admin,07-12-2018 14:16,27,out
__export__.temp_log_192797_f1461cfb,Room Admin,07-12-2018 14:16,27,out
__export__.temp_log_192788_9afa0bea,Room Admin,07-12-2018 14:14,26,out
__export__.temp_log_192789_91391b96,Room Admin,07-12-2018 14:14,26,out
__export__.temp_log_192778_010b9ef9,Room Admin,07-12-2018 14:11,25,out
__export__.temp_log_192779_edf3cc26,Room Admin,07-12-2018 14:11,25,out
__export__.temp_log_192219_ce7c9177,Room Admin,07-12-2018 10:54,37,out
__export__.temp_log_192220_a31fc653,Room Admin,07-12-2018 10:53,37,out
__export__.temp_log_192212_10a82aa5,Room Admin,07-12-2018 10:53,37,out
__export__.temp_log_192247_eba3ccf4,Room Admin,07-12-2018 10:53,37,out
__export__.temp_log_192211_b915ae6d,Room Admin,07-12-2018 10:53,37,out
__export__.temp_log_192214_8d239560,Room Admin,07-12-2018 10:53,36,out
__export__.temp_log_192208_68a8ffd7,Room Admin,07-12-2018 10:53,37,out
__export__.temp_log_192210_b781437c,Room Admin,07-12-2018 10:53,36,out
__export__.temp_log_192204_b74299dd,Room Admin,07-12-2018 10:52,36,out
__export__.temp_log_192203_823ebcc9,Room Admin,07-12-2018 10:52,36,out
__export__.temp_log_192201_a7b2a874,Room Admin,07-12-2018 10:52,37,out
__export__.temp_log_192198_626a941d,Room Admin,07-12-2018 10:52,37,out
__export__.temp_log_192199_9fa9f514,Room Admin,07-12-2018 10:51,37,out
__export__.temp_log_192197_2de4fb73,Room Admin,07-12-2018 10:51,36,out
__export__.temp_log_192196_716d0c53,Room Admin,07-12-2018 10:51,36,out
__export__.temp_log_192217_01b9cf3c,Room Admin,07-12-2018 10:51,37,out
__export__.temp_log_192192_130db10f,Room Admin,07-12-2018 10:51,37,out
__export__.temp_log_192195_914b8797,Room Admin,07-12-2018 10:51,36,out
__export__.temp_log_192233_7e431fb8,Room Admin,07-12-2018 10:51,37,out
__export__.temp_log_192191_230756c2,Room Admin,07-12-2018 10:51,36,out
__export__.temp_log_192188_a134958a,Room Admin,07-12-2018 10:50,36,out
__export__.temp_log_192209_9fc740f1,Room Admin,07-12-2018 10:50,37,out
__export__.temp_log_192215_de96ba44,Room Admin,07-12-2018 10:50,36,out
__export__.temp_log_192190_89fadb98,Room Admin,07-12-2018 10:50,37,out
__export__.temp_log_192243_e727691d,Room Admin,07-12-2018 10:50,37,out
__export__.temp_log_192232_e4735ec0,Room Admin,07-12-2018 10:50,37,out
__export__.temp_log_192207_b46061f7,Room Admin,07-12-2018 10:50,38,out
__export__.temp_log_192255_b8689f81,Room Admin,07-12-2018 10:50,38,out
__export__.temp_log_192200_4852f424,Room Admin,07-12-2018 10:50,37,out
__export__.temp_log_192187_c57fc16d,Room Admin,07-12-2018 10:50,38,out
__export__.temp_log_192218_6d02b58b,Room Admin,07-12-2018 10:50,37,out
__export__.temp_log_192234_1d47f853,Room Admin,07-12-2018 10:50,37,out
__export__.temp_log_192184_0de119c0,Room Admin,07-12-2018 10:50,37,out
__export__.temp_log_192235_a091e669,Room Admin,07-12-2018 10:50,38,out
__export__.temp_log_192179_ef229579,Room Admin,07-12-2018 10:50,37,out
__export__.temp_log_192205_19803ba8,Room Admin,07-12-2018 10:50,37,out
__export__.temp_log_192181_292ddb05,Room Admin,07-12-2018 10:50,37,out
__export__.temp_log_192177_c8c4d7c7,Room Admin,07-12-2018 10:49,37,out
__export__.temp_log_192178_2aa5d943,Room Admin,07-12-2018 10:49,37,out
__export__.temp_log_192185_3e97b461,Room Admin,07-12-2018 10:49,38,out
__export__.temp_log_192186_2be05df7,Room Admin,07-12-2018 10:49,38,out
__export__.temp_log_192176_38915144,Room Admin,07-12-2018 10:49,37,out
__export__.temp_log_192175_4bddb9d6,Room Admin,07-12-2018 10:49,36,out
__export__.temp_log_192174_553fb6dc,Room Admin,07-12-2018 10:49,38,out
__export__.temp_log_192172_536f71a4,Room Admin,07-12-2018 10:49,37,out
__export__.temp_log_192169_89c15168,Room Admin,07-12-2018 10:49,38,out
